#STEM=all_IP_networks
#VERSION=v20260828r15
#ROWS=25704
#CREATED=2026-08-23T15:41:25Z
#TOOL=update_ipam.py v1.16
#NOTE=Delta update: +5 subnets from preprocess
#END_HEADER
#UPDATED=2026-08-25T02:18:35Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260824.csv +0 -340 rows
#UPDATED=2026-08-25T02:20:41Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260824.csv +340 -0 rows
#UPDATED=2026-08-25T02:26:15Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:27:34Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_orphan_10.18.79.50_v20260824.csv +1 -0 rows
#UPDATED=2026-08-25T02:30:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_orphan_10.18.79.50_v20260824.csv +0 -1 rows
#UPDATED=2026-08-25T02:32:02Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260824.csv +0 -817 rows
#UPDATED=2026-08-25T02:33:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260824.csv +227 -0 rows
#UPDATED=2026-08-25T02:34:54Z
#GENERATOR=ipam-db.py v3.36.4 --update-patch all_IP_networks_egress_rd_ADD_children_v20260824.csv +590 -0 rows
#UPDATED=2026-08-26T03:25:15Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260825.csv +0 -4423 rows
#UPDATED=2026-08-26T03:26:38Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260825.csv +4423 -0 rows
#UPDATED=2026-08-27T02:53:40Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260826.csv +0 -5238 rows
#UPDATED=2026-08-27T02:58:33Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260826.csv +728 -0 rows
#UPDATED=2026-08-27T02:59:57Z
#GENERATOR=ipam-db.py v3.36.8 --update-patch all_IP_networks_egress_rd_ADD_children_v20260826.csv +4510 -0 rows
#UPDATED=2026-08-27T18:50:40Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260827.csv +0 -44 rows
#UPDATED=2026-08-27T18:51:34Z
#GENERATOR=ipam-db.py v3.36.9 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260827.csv +44 -0 rows
#UPDATED=2026-08-27T19:06:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260827.csv +0 -6 rows
#UPDATED=2026-08-27T19:07:52Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260827.csv +2 -0 rows
#UPDATED=2026-08-27T19:09:04Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260827.csv +4 -0 rows
#UPDATED=2026-08-28T16:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T16:51:50Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T16:53:25Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T16:55:48Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T16:57:54Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T18:24:16Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828.csv +0 -436 rows
#UPDATED=2026-08-28T18:35:56Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828.csv +436 -0 rows
#UPDATED=2026-08-28T18:42:21Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828.csv +0 -1214 rows
#UPDATED=2026-08-28T18:46:11Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828.csv +90 -0 rows
#UPDATED=2026-08-28T18:48:53Z
#GENERATOR=ipam-db.py v3.37.2 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828.csv +1124 -0 rows
#UPDATED=2026-08-28T19:53:58Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_childless_v20260828r1.csv +0 -213 rows
#UPDATED=2026-08-28T19:56:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_childless_v20260828r1.csv +213 -0 rows
#UPDATED=2026-08-28T20:00:27Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_REMOVE_groups_v20260828r1.csv +0 -5371 rows
#UPDATED=2026-08-28T20:55:56Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_parents_v20260828r1.csv +113 -0 rows
#UPDATED=2026-08-28T20:57:45Z
#GENERATOR=ipam-db.py v3.37.3 --update-patch all_IP_networks_egress_rd_ADD_children_v20260828r1.csv +5258 -0 rows
CIDR,PREFIX_LEN,NETWORK_ADDRESS,BROADCAST_ADDRESS,SITE_CODE,CANONICAL_LOCATION,LOCATION_TYPE,HERITAGE,STATUS,NET_TYPE,ROUTING_DOMAIN,FACILITY_TYPE,STORE_NUMBER,COMM_TYPE,DATA_QUALITY,SOURCE,DATASET_VERSION,LOC_MASTER_VERSION,CONTESTED_BLOCK,EXT_ID_REFS
10.38.159.0/24,24.0,10.38.159.0,10.38.159.255,US_FAN_NJ_SP,Fairfield NJ - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.189.0/24,24.0,10.38.189.0,10.38.189.255,US_RIO_PR_SP,Rio Piedras PR - Specialty,Specialty,CVS,Active,Specialty,EGR_CMC-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.200.0/24,24.0,10.38.200.0,10.38.200.255,US_LVG_NV_SP,Las Vegas NV - Specialty,Specialty,CVS,Active,Specialty,EGR_LV-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.222.0/24,24.0,10.38.222.0,10.38.222.255,US_COS_SC_HP,Columbia SC - CarePlus,Specialty,CVS,Active,Specialty,EGR_CMC-TI,CarePlus,,,Authoritative,NMS,20260603r19,v5.19,,
10.38.224.0/24,24.0,10.38.224.0,10.38.224.255,US_MIA_FL_HP,Miami FL - CarePlus,CarePlus,CVS,Active,CarePlus,EGR_CMC-TI,CarePlus,,,Authoritative,NMS,20260603r19,v5.19,,
10.39.9.0/24,24.0,10.39.9.0,10.39.9.255,US_BIR_AL_HP,Birmingham AL - CarePlus,Specialty,CVS,Active,Specialty,EGR_SHEAW-TI,CarePlus,,,Authoritative,NMS,20260603r19,v5.19,,
10.39.21.0/24,24.0,10.39.21.0,10.39.21.255,US_AUR_CO_HP,Aurora CO - CarePlus,CarePlus,CVS,Active,CarePlus,EGR_SHEAW-TI,CarePlus,,,Authoritative,NMS,20260603r19,v5.19,,
10.39.22.0/24,24.0,10.39.22.0,10.39.22.255,US_PRO_RI_HP,Providence RI - CarePlus,CarePlus,CVS,Active,CarePlus,EGR_SHEAW-TI,CarePlus,,,Authoritative,NMS,20260603r19,v5.19,,
10.39.24.0/24,24.0,10.39.24.0,10.39.24.255,US_SDG_CA_SP,San Diego CA - Coram,Coram,OMNICARE,Active,Specialty,EGR_SHEAW-TI,Coram,,,Authoritative,NMS,20260603r19,v5.19,,
10.39.26.0/24,24.0,10.39.26.0,10.39.26.255,US_WEO_OH_HP,West Chester OH - CarePlus,CarePlus,CVS,Active,CarePlus,EGR_SHEAW-TI,CarePlus,,,Authoritative,NMS,20260603r19,v5.19,,
10.39.28.0/24,24.0,10.39.28.0,10.39.28.255,US_SFO_CA_HP,San Francisco CA - CarePlus,CarePlus,CVS,Active,CarePlus,EGR_SHEAW-TI,CarePlus,,,Authoritative,NMS,20260603r19,v5.19,,
10.39.45.0/24,24.0,10.39.45.0,10.39.45.255,US_POO_OR_SP,Portland OR - Omnicare,Omnicare,OMNICARE,Active,Omnicare,EGR_SHEAW-TI,Omnicare,,,Authoritative,NMS,20260603r19,v5.19,,
10.40.175.0/24,24.0,10.40.175.0,10.40.175.255,US_PHX_AZ_DC,Phoenix AZ - Aetna DC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,DataCenter,,,Inferred,Manual,20260603r19,v5.19,,
10.45.244.0/24,24.0,10.45.244.0,10.45.244.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.45.254.0/24,24.0,10.45.254.0,10.45.254.255,US_PHX_AZ_DC,Phoenix AZ - Aetna DC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.47.128.0/18,18,10.47.128.0,10.47.191.255,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,CVS,Active,COLO,EGR_LV-TI,COLO,,,Inferred,FW:CVS RI One,20260603r19,v5.19,,
10.47.212.0/22,22,10.47.212.0,10.47.215.255,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,AETNA,Active,COLO,EGR_LV-TI,COLO,,,Inferred,"FW:CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.47.248.0/23,23.0,10.47.248.0,10.47.249.255,US_LVG_NV_CI,Las Vegas NV - Switch COLO,COLO,AETNA,Active,COLO,EGR_LV-TI,COLO,,,Authoritative,NMS,20260603r19,v5.19,,
10.48.254.0/24,24.0,10.48.254.0,10.48.254.255,US_BOS_MA_HP,Boston MA - CarePlus,CarePlus,CVS,Active,CarePlus,EGR_CMC-TI,CarePlus,,,Authoritative,NMS,20260603r19,v5.19,,
10.49.13.0/24,24.0,10.49.13.0,10.49.13.255,US_MEN_MN_SP,Mendota Heights MN - Coram,Coram,OMNICARE,Active,Specialty,EGR_RI1-TI,Coram,,,Inferred,Manual,20260603r19,v5.19,,
10.49.252.0/25,25.0,10.49.252.0,10.49.252.127,US_CUR_RI_CO5,Cumberland RI - Coram,Field-Office,OMNICARE,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,NMS,20260603r19,v5.19,,
10.50.3.0/24,24.0,10.50.3.0,10.50.3.255,US_MIC_CT_DC,Middletown CT - Aetna MDC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.50.19.0/24,24.0,10.50.19.0,10.50.19.255,US_MIC_CT_DC,Middletown CT - Aetna MDC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.50.50.0/24,24.0,10.50.50.0,10.50.50.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.50.201.0/24,24.0,10.50.201.0,10.50.201.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.50.206.0/24,24.0,10.50.206.0,10.50.206.255,US_MIC_CT_DC,Middletown CT - Aetna MDC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,Datacenter,,,Inferred,Manual,20260603r19,v5.19,,
10.51.26.0/24,24.0,10.51.26.0,10.51.26.255,US_SMF_RI_CO,Smithfield RI - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.51.40.0/23,23.0,10.51.40.0,10.51.41.255,US_SMF_RI_CO,Smithfield RI - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.51.162.0/23,23.0,10.51.162.0,10.51.163.255,US_CUR_RI_CO2,Cumberland RI - 100 Scenic View,Field-Office,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.52.1.0/24,24.0,10.52.1.0,10.52.1.255,US_SCO_AZ_DC,Scottsdale AZ - Shea DC,DataCenter,CVS,Active,DataCenter,EGR_SHEAW-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.53.1.0/24,24.0,10.53.1.0,10.53.1.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.59.192.0/18,18.0,10.59.192.0,10.59.255.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.65.65.0/24,24.0,10.65.65.0,10.65.65.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.67.6.0/23,23.0,10.67.6.0,10.67.7.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_PCICUMBER-TC,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.67.8.0/23,23.0,10.67.8.0,10.67.9.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_PCICUMBER-TC,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.67.10.0/23,23.0,10.67.10.0,10.67.11.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_PCICUMBER-TC,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.67.12.0/23,23.0,10.67.12.0,10.67.13.255,US_CUR_RI_DC,Cumberland RI - 2100 Highland,DataCenter,CVS,Active,DataCenter,EGR_PCICUMBER-TC,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.71.165.0/24,24.0,10.71.165.0,10.71.165.255,US_WAT_MA_DR,Watertown MA - Retail DR,DR,CVS,Active,DR,EGR_CMC-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.73.204.0/24,24.0,10.73.204.0,10.73.204.255,US_NTB_IL_CO1,Northbrook IL - Sanders Road Corporate,Corporate,CVS,Active,Corporate,EGR_SHEAW-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.75.248.0/24,24.0,10.75.248.0,10.75.248.255,US_BUF_IL_CO1,Buffalo Grove IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.75.249.0/24,24.0,10.75.249.0,10.75.249.255,US_BUF_IL_CO1,Buffalo Grove IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.75.250.0/24,24.0,10.75.250.0,10.75.250.255,US_BUF_IL_CO1,Buffalo Grove IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.75.251.0/24,24.0,10.75.251.0,10.75.251.255,US_BUF_IL_CO1,Buffalo Grove IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.75.252.0/24,24.0,10.75.252.0,10.75.252.255,US_BUF_IL_CO1,Buffalo Grove IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.76.248.0/24,24.0,10.76.248.0,10.76.248.255,US_MPR_IL_CO1,Mount Prospect IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.76.250.0/24,24.0,10.76.250.0,10.76.250.255,US_MPR_IL_CO1,Mount Prospect IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.76.251.0/24,24.0,10.76.251.0,10.76.251.255,US_MPR_IL_CO1,Mount Prospect IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.76.252.0/24,24.0,10.76.252.0,10.76.252.255,US_MPR_IL_CO1,Mount Prospect IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.77.5.0/24,24.0,10.77.5.0,10.77.5.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,DataCenter,,,Inferred,Manual,20260603r19,v5.19,,
10.78.92.0/24,24.0,10.78.92.0,10.78.92.255,US_WAT_MA_DR,Watertown MA - Retail DR,DR,CVS,Active,DR,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.78.93.0/24,24.0,10.78.93.0,10.78.93.255,US_WAT_MA_DR,Watertown MA - Retail DR,DR,CVS,Active,DR,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.80.112.0/22,22,10.80.112.0,10.80.115.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,"FW:Aetna MDC,Aetna WIN",20260603r19,v5.19,,
10.80.251.0/24,24.0,10.80.251.0,10.80.251.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.80.255.0/24,24.0,10.80.255.0,10.80.255.255,US_HFD_CT_CO1,Hartford CT - Aetna HQ,Corporate,AETNA,Active,Corporate,EGR_MDC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.81.2.0/24,24.0,10.81.2.0,10.81.2.255,US_MON_PA_SP,Monroeville PA - Specialty,Specialty,CVS,Active,Specialty,EGR_LV-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.81.3.0/24,24.0,10.81.3.0,10.81.3.255,US_MON_PA_SP,Monroeville PA - Specialty,Specialty,CVS,Active,Specialty,EGR_LV-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.81.96.0/19,19.0,10.81.96.0,10.81.127.255,US_MON_PA_SP,Monroeville PA - Specialty,Specialty,CVS,Active,Specialty,EGR_LV-TI,Specialty,,,Inferred,FW-GAP-ANALYSIS,20260603r19,v5.19,,
10.87.255.0/24,24.0,10.87.255.0,10.87.255.255,US_HPT_NC_CO,High Point NC - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.89.108.0/23,23.0,10.89.108.0,10.89.109.255,US_WBR_PA_MO,Wilkes-Barre PA - Mail Order,Mail-Order,CVS,Active,Mail-Order,EGR_RI1-TI,Mail-Order,,,Authoritative,NMS,20260603r19,v5.19,,
10.89.248.0/24,24.0,10.89.248.0,10.89.248.255,US_WIP_PA_CO,Wilkes-Barre PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.89.249.0/24,24.0,10.89.249.0,10.89.249.255,US_WIP_PA_CO,Wilkes-Barre PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.89.250.0/24,24.0,10.89.250.0,10.89.250.255,US_WIP_PA_CO,Wilkes-Barre PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.89.251.0/24,24.0,10.89.251.0,10.89.251.255,US_WIP_PA_CO,Wilkes-Barre PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.89.252.0/24,24.0,10.89.252.0,10.89.252.255,US_WIP_PA_CO,Wilkes-Barre PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.90.248.0/24,24.0,10.90.248.0,10.90.248.255,US_REC_CA_SP,Redlands CA - Specialty,Specialty,CVS,Active,Specialty,EGR_LV-TI,Specialty,,,Authoritative,NMS,20260603r19,v5.19,,
10.91.108.0/23,23.0,10.91.108.0,10.91.109.255,US_MPR_IL_MO,Mount Prospect IL - Mail Order,Mail-Order,CVS,Active,Mail-Order,EGR_CMC-TI,Mail-Order,,,Authoritative,NMS,20260603r19,v5.19,,
10.91.249.0/24,24.0,10.91.249.0,10.91.249.255,US_MPR_IL_MO,Mount Prospect IL - Mail Order,Mail-Order,CVS,Active,Mail-Order,EGR_CMC-TI,Mail-Order,,,Authoritative,NMS,20260603r19,v5.19,,
10.91.250.0/24,24.0,10.91.250.0,10.91.250.255,US_MPR_IL_CO1,Mount Prospect IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.91.251.0/24,24.0,10.91.251.0,10.91.251.255,US_MPR_IL_CO1,Mount Prospect IL - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.93.4.0/23,23.0,10.93.4.0,10.93.5.255,US_SCO_AZ_DC,Scottsdale AZ - Shea DC,DataCenter,CVS,Active,DataCenter,EGR_SHEAW-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.93.130.0/23,23.0,10.93.130.0,10.93.131.255,US_SCO_AZ_DC,Scottsdale AZ - Shea DC,DataCenter,CVS,Active,DataCenter,EGR_SHEAW-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.93.132.0/23,23.0,10.93.132.0,10.93.133.255,US_SCO_AZ_DC,Scottsdale AZ - Shea DC,DataCenter,CVS,Active,DataCenter,EGR_SHEAW-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.93.160.0/20,20.0,10.93.160.0,10.93.175.255,US_SCO_AZ_DC,Scottsdale AZ - Shea DC,DataCenter,CVS,Active,DataCenter,EGR_SHEAW-TI,Datacenter,,,Inferred,FW-GAP-ANALYSIS,20260603r19,v5.19,,
10.93.234.0/24,24.0,10.93.234.0,10.93.234.255,US_WOR_RI_DC,Woonsocket RI - RI One,DataCenter,CVS,Active,DataCenter,EGR_RI1-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.95.248.0/24,24.0,10.95.248.0,10.95.248.255,US_PIT_PA_MO,Pittsburgh PA - Mail Order,Mail-Order,CVS,Active,Mail-Order,EGR_RI1-TI,Mail-Order,,,Authoritative,NMS,20260603r19,v5.19,,
10.95.249.0/24,24.0,10.95.249.0,10.95.249.255,US_PIT_PA_CO,Pittsburgh PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,Manual,20260603r19,v5.19,,
10.95.250.0/24,24.0,10.95.250.0,10.95.250.255,US_PIT_PA_MO,Pittsburgh PA - Mail Order,Mail-Order,CVS,Active,Mail-Order,EGR_RI1-TI,Mail-Order,,,Authoritative,NMS,20260603r19,v5.19,,
10.95.251.0/24,24.0,10.95.251.0,10.95.251.255,US_PIT_PA_CO,Pittsburgh PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.95.252.0/24,24.0,10.95.252.0,10.95.252.255,US_PIT_PA_MO,Pittsburgh PA - Mail Order,Mail-Order,CVS,Active,Mail-Order,EGR_RI1-TI,Mail-Order,,,Authoritative,NMS,20260603r19,v5.19,,
10.96.160.0/24,24.0,10.96.160.0,10.96.160.255,US_PIT_PA_CO,Pittsburgh PA - Corporate,Corporate,CVS,Active,Corporate,EGR_RI1-TI,Corporate,,,Inferred,QUARANTINE_v1,20260603r19,v5.19,,
10.97.8.0/24,24.0,10.97.8.0,10.97.8.255,US_EDN_MN_CO,Edina MN - Corporate,Corporate,CVS,Active,Corporate,EGR_SHEAW-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.100.207.0/24,24.0,10.100.207.0,10.100.207.255,US_BLO_MN_CO,Bloomington MN - Corporate,Corporate,CVS,Active,Corporate,EGR_LV-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.100.208.0/21,21,10.100.208.0,10.100.215.255,US_BLO_MN_CO,Bloomington MN - Corporate,Corporate,CVS,Active,Corporate,EGR_LV-TI,Corporate,,,Inferred,"FW:Aetna MDC,Aetna WIN,CVS RI One,CVS Shea DC",20260603r19,v5.19,,
10.102.36.0/24,24.0,10.102.36.0,10.102.36.255,US_MIC_CT_DC,Middletown CT - Aetna MDC,DataCenter,AETNA,Active,DataCenter,EGR_MDC-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.102.116.0/24,24.0,10.102.116.0,10.102.116.255,US_WIN_CT_DC,Windsor CT - Aetna WDC,DataCenter,AETNA,Active,DataCenter,EGR_WDC-TI,Datacenter,,,Authoritative,NMS,20260603r19,v5.19,,
10.109.72.0/24,24.0,10.109.72.0,10.109.72.255,US_SAN_UT_CO,Sandy UT - Corporate,Corporate,CVS,Active,Corporate,EGR_SHEAW-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.111.20.0/24,24.0,10.111.20.0,10.111.20.255,US_IRV_TX_CO,Irving TX - Corporate,Corporate,CVS,Active,Corporate,EGR_CMC-TI,Corporate,,,Authoritative,NMS,20260603r19,v5.19,,
10.113.34.0/23,23.0,10.113.34.0,10.113.35.255,US_SAT_TX_MO,San Antonio TX - Mail Order,Mail-Order,CVS,Active,Mail-Order,EGR_SHEAW-TI,Mail-Order,,,Authoritative,NMS,20260603r19,v5.19,,
10.113.248.0/24,24.0,10.113.248.0,10.113.248.255,US_SAN_TX_CC,San Antonio TX - Call Center,Call-Center,CVS,Active,CVS-CallCenter,EGR_SHEAW-TI,Call-Center,,,Inferred,Manual,20260603r19,v5.19,,
10.113.249.0/24,24.0,10.113.249.0,10.113.249.255,US_SAN_TX_CC,San Antonio TX - Call Center,Call-Center,CVS,Active,CVS-CallCenter,EGR_SHEAW-TI,Call-Center,,,Inferred,Manual,20260603r19,v5.19,,
10.113.250.0/24,24.0,10.113.250.0,10.113.250.255,US_SAN_TX_CC,San Antonio TX - Call Center,Call-Center,CVS,Active,CVS-CallCenter,EGR_SHEAW-TI,Call-Center,,,Inferred,Manual,20260603r19,v5.19,,
